model_key,model_label,person_index,action_verb_count,bullet_count,char_count,explanation_connector_count,line_count,medical_disclaimer_present,numeric_evidence_count,required_heading_count,required_heading_coverage,word_count,quality_status,generation_seconds,predicted_body_age_years
teacher_llama31_8b,Teacher: Llama 3.1 8B,351,10,3,2532,1,21,1,7,5,1.0,373,passed,4.845,32.32
teacher_llama31_8b,Teacher: Llama 3.1 8B,352,11,15,3188,5,28,1,17,5,1.0,463,passed,6.295,79.15
teacher_llama31_8b,Teacher: Llama 3.1 8B,353,7,5,2897,2,23,1,11,5,1.0,425,passed,5.627999999999999,50.36
teacher_llama31_8b,Teacher: Llama 3.1 8B,354,5,6,2802,3,24,1,15,5,1.0,407,passed,5.489,77.98
teacher_llama31_8b,Teacher: Llama 3.1 8B,355,10,5,2745,2,23,1,8,5,1.0,400,passed,5.31,40.39
teacher_llama31_8b,Teacher: Llama 3.1 8B,356,8,14,3042,1,33,1,16,5,1.0,450,passed,6.295,46.41
teacher_llama31_8b,Teacher: Llama 3.1 8B,357,12,4,3178,1,27,1,22,5,1.0,462,passed,6.3660000000000005,49.82
teacher_llama31_8b,Teacher: Llama 3.1 8B,358,10,6,2925,2,24,1,8,5,1.0,428,passed,5.609,26.33
teacher_llama31_8b,Teacher: Llama 3.1 8B,359,7,4,2963,2,22,1,9,5,1.0,430,passed,5.763,30.06
teacher_llama31_8b,Teacher: Llama 3.1 8B,360,10,5,2991,3,23,1,10,5,1.0,449,passed,5.9,59.61
teacher_llama31_8b,Teacher: Llama 3.1 8B,361,11,4,2801,3,22,1,14,5,1.0,418,passed,5.409,23.25
teacher_llama31_8b,Teacher: Llama 3.1 8B,362,9,5,2713,2,23,1,10,5,1.0,399,passed,5.306,27.53
teacher_llama31_8b,Teacher: Llama 3.1 8B,363,15,15,2513,1,28,1,14,5,1.0,358,passed,4.999,19.51
teacher_llama31_8b,Teacher: Llama 3.1 8B,364,8,4,3177,3,22,1,17,5,1.0,470,passed,6.295,30.46
teacher_llama31_8b,Teacher: Llama 3.1 8B,365,15,15,3174,5,28,1,18,5,1.0,474,passed,6.481,28.97
teacher_llama31_8b,Teacher: Llama 3.1 8B,366,13,8,3342,2,26,1,17,5,1.0,488,passed,6.608,76.02
teacher_llama31_8b,Teacher: Llama 3.1 8B,367,9,8,2984,2,26,1,16,5,1.0,442,passed,5.91,67.66
teacher_llama31_8b,Teacher: Llama 3.1 8B,368,6,5,2717,2,23,1,9,5,1.0,393,passed,5.382000000000001,45.53
teacher_llama31_8b,Teacher: Llama 3.1 8B,369,7,4,2752,3,22,1,22,5,1.0,406,passed,5.596,57.62
teacher_llama31_8b,Teacher: Llama 3.1 8B,370,8,5,2913,2,23,1,15,5,1.0,431,passed,5.746,44.7
teacher_llama31_8b,Teacher: Llama 3.1 8B,371,7,6,2976,4,24,1,17,5,1.0,442,passed,5.932,36.61
teacher_llama31_8b,Teacher: Llama 3.1 8B,372,7,5,2487,4,23,1,11,5,1.0,368,passed,4.887,32.88
teacher_llama31_8b,Teacher: Llama 3.1 8B,373,8,8,2661,2,26,1,13,5,1.0,392,passed,5.496,55.17
teacher_llama31_8b,Teacher: Llama 3.1 8B,374,9,7,3137,3,25,1,21,5,1.0,455,passed,6.279,79.01
teacher_llama31_8b,Teacher: Llama 3.1 8B,375,7,5,2558,3,23,1,10,5,1.0,376,passed,5.074,82.3
teacher_llama31_8b,Teacher: Llama 3.1 8B,376,7,6,2539,3,24,1,14,5,1.0,389,passed,5.297999999999999,67.88
teacher_llama31_8b,Teacher: Llama 3.1 8B,377,8,15,3048,3,28,1,19,5,1.0,433,passed,5.954,31.98
teacher_llama31_8b,Teacher: Llama 3.1 8B,378,12,14,2723,2,33,1,18,5,1.0,403,passed,5.572,55.85
teacher_llama31_8b,Teacher: Llama 3.1 8B,379,13,12,3009,2,30,1,13,5,1.0,446,passed,6.06,41.82
teacher_llama31_8b,Teacher: Llama 3.1 8B,380,8,8,2643,1,26,1,12,5,1.0,376,passed,4.95,41.54
teacher_llama31_8b,Teacher: Llama 3.1 8B,381,8,7,2872,1,25,1,15,5,1.0,429,passed,5.8870000000000005,29.68
teacher_llama31_8b,Teacher: Llama 3.1 8B,382,8,5,2863,3,24,1,15,5,1.0,427,passed,5.76,61.16
teacher_llama31_8b,Teacher: Llama 3.1 8B,383,9,7,3244,3,25,1,15,5,1.0,471,passed,6.377000000000001,49.96
teacher_llama31_8b,Teacher: Llama 3.1 8B,384,10,4,3152,2,22,1,19,5,1.0,462,passed,6.284,41.5
teacher_llama31_8b,Teacher: Llama 3.1 8B,385,7,4,2498,3,22,1,9,5,1.0,372,passed,4.919,83.77
teacher_llama31_8b,Teacher: Llama 3.1 8B,386,9,5,2612,4,23,1,8,5,1.0,371,passed,4.879,23.08
teacher_llama31_8b,Teacher: Llama 3.1 8B,387,14,16,2829,1,29,1,25,5,1.0,410,passed,6.046,77.33
teacher_llama31_8b,Teacher: Llama 3.1 8B,388,12,17,2898,2,30,1,17,5,1.0,416,passed,5.72,81.88
teacher_llama31_8b,Teacher: Llama 3.1 8B,389,10,4,2879,2,22,1,16,5,1.0,426,passed,5.608,33.07
teacher_llama31_8b,Teacher: Llama 3.1 8B,390,11,9,2614,2,28,1,14,5,1.0,380,passed,5.218,37.74
teacher_llama31_8b,Teacher: Llama 3.1 8B,391,12,4,3587,1,31,1,24,5,1.0,519,passed,6.875,80.17
teacher_llama31_8b,Teacher: Llama 3.1 8B,392,7,5,2557,3,23,1,11,5,1.0,376,passed,4.977,65.0
teacher_llama31_8b,Teacher: Llama 3.1 8B,393,8,5,2985,2,23,1,14,5,1.0,439,passed,5.859,56.43
teacher_llama31_8b,Teacher: Llama 3.1 8B,394,14,15,2427,0,28,1,15,5,1.0,352,passed,5.032,65.85
teacher_llama31_8b,Teacher: Llama 3.1 8B,395,9,5,3100,3,23,1,13,5,1.0,451,passed,5.865,25.29
teacher_llama31_8b,Teacher: Llama 3.1 8B,396,12,15,2859,4,33,1,15,5,1.0,410,passed,5.801,71.77
teacher_llama31_8b,Teacher: Llama 3.1 8B,397,10,4,2512,3,22,1,10,5,1.0,372,passed,4.905,34.29
teacher_llama31_8b,Teacher: Llama 3.1 8B,398,10,5,2634,2,23,1,13,5,1.0,384,passed,5.172999999999999,33.45
teacher_llama31_8b,Teacher: Llama 3.1 8B,399,10,4,2516,2,22,1,14,5,1.0,377,passed,5.1,49.99
teacher_llama31_8b,Teacher: Llama 3.1 8B,400,8,7,3450,2,25,1,21,5,1.0,505,passed,6.763999999999999,33.94
teacher_llama31_8b,Teacher: Llama 3.1 8B,401,15,15,2381,1,28,1,18,5,1.0,358,passed,4.9110000000000005,81.85
teacher_llama31_8b,Teacher: Llama 3.1 8B,402,14,7,2665,2,25,1,17,5,1.0,385,passed,5.284,47.14
teacher_llama31_8b,Teacher: Llama 3.1 8B,403,11,6,3080,2,24,1,18,5,1.0,448,passed,6.064,34.08
teacher_llama31_8b,Teacher: Llama 3.1 8B,404,8,7,2420,2,25,1,17,5,1.0,354,passed,4.9319999999999995,77.13
teacher_llama31_8b,Teacher: Llama 3.1 8B,405,13,10,3019,2,28,1,20,5,1.0,451,passed,6.126,79.24
teacher_llama31_8b,Teacher: Llama 3.1 8B,406,7,4,2354,2,22,1,7,5,1.0,345,passed,4.5889999999999995,43.46
teacher_llama31_8b,Teacher: Llama 3.1 8B,407,9,6,2695,4,24,1,10,5,1.0,392,passed,5.292000000000001,22.05
teacher_llama31_8b,Teacher: Llama 3.1 8B,408,11,3,2638,1,21,1,16,5,1.0,394,passed,5.221,25.53
teacher_llama31_8b,Teacher: Llama 3.1 8B,409,8,4,3342,2,23,1,21,5,1.0,489,passed,6.515,31.13
teacher_llama31_8b,Teacher: Llama 3.1 8B,410,12,5,3187,4,23,1,21,5,1.0,460,passed,6.301,53.05
teacher_llama31_8b,Teacher: Llama 3.1 8B,411,11,5,3029,3,23,1,9,5,1.0,434,passed,5.608,81.37
teacher_llama31_8b,Teacher: Llama 3.1 8B,412,7,4,3214,3,22,1,22,5,1.0,486,passed,6.544,73.83
teacher_llama31_8b,Teacher: Llama 3.1 8B,413,5,4,2490,1,23,1,9,5,1.0,374,passed,4.968,52.05
teacher_llama31_8b,Teacher: Llama 3.1 8B,414,9,4,2747,3,22,1,14,5,1.0,416,passed,5.518,56.0
teacher_llama31_8b,Teacher: Llama 3.1 8B,415,20,18,3217,2,36,1,18,5,1.0,476,passed,6.58,58.14
teacher_llama31_8b,Teacher: Llama 3.1 8B,416,10,5,2625,2,23,1,15,5,1.0,388,passed,5.296,49.02
teacher_llama31_8b,Teacher: Llama 3.1 8B,417,9,5,2682,3,23,1,11,5,1.0,388,passed,5.136,46.11
teacher_llama31_8b,Teacher: Llama 3.1 8B,418,13,17,2643,1,30,1,17,5,1.0,374,passed,5.315,62.29
teacher_llama31_8b,Teacher: Llama 3.1 8B,419,16,17,2499,1,30,1,21,5,1.0,368,passed,5.131,44.38
teacher_llama31_8b,Teacher: Llama 3.1 8B,420,9,3,2469,1,21,1,13,5,1.0,364,passed,4.814,44.72
teacher_llama31_8b,Teacher: Llama 3.1 8B,421,7,11,2569,3,30,1,19,5,1.0,384,passed,5.382000000000001,58.36
teacher_llama31_8b,Teacher: Llama 3.1 8B,422,10,15,3106,4,28,1,24,5,1.0,461,passed,6.269,80.78
teacher_llama31_8b,Teacher: Llama 3.1 8B,423,8,3,2484,2,21,1,10,5,1.0,379,passed,4.94,24.41
teacher_llama31_8b,Teacher: Llama 3.1 8B,424,8,8,3138,2,26,1,14,5,1.0,456,passed,6.132000000000001,56.27
teacher_llama31_8b,Teacher: Llama 3.1 8B,425,20,16,3204,1,34,1,19,5,1.0,462,passed,6.364,53.46
teacher_llama31_8b,Teacher: Llama 3.1 8B,426,8,4,2583,1,24,1,11,5,1.0,393,passed,5.129,83.57
teacher_llama31_8b,Teacher: Llama 3.1 8B,427,10,6,2691,3,24,1,11,5,1.0,394,passed,5.2989999999999995,47.65
teacher_llama31_8b,Teacher: Llama 3.1 8B,428,9,5,2808,1,23,1,9,5,1.0,428,passed,5.565,25.37
teacher_llama31_8b,Teacher: Llama 3.1 8B,429,10,5,2628,1,23,1,9,5,1.0,392,passed,5.135,44.82
teacher_llama31_8b,Teacher: Llama 3.1 8B,430,17,15,2670,1,28,1,24,5,1.0,393,passed,5.506,57.97
teacher_llama31_8b,Teacher: Llama 3.1 8B,431,10,5,2586,1,23,1,21,5,1.0,376,passed,5.306,65.24
teacher_llama31_8b,Teacher: Llama 3.1 8B,432,9,4,2606,1,22,1,17,5,1.0,395,passed,5.345,21.52
teacher_llama31_8b,Teacher: Llama 3.1 8B,433,17,15,2668,0,28,1,22,5,1.0,388,passed,5.608,20.26
teacher_llama31_8b,Teacher: Llama 3.1 8B,434,6,5,3099,3,23,1,17,5,1.0,455,passed,6.127000000000001,23.09
teacher_llama31_8b,Teacher: Llama 3.1 8B,435,17,11,3348,4,29,1,15,5,1.0,477,passed,6.372999999999999,55.82
teacher_llama31_8b,Teacher: Llama 3.1 8B,436,8,5,2847,1,23,1,13,5,1.0,418,passed,5.522,18.0
teacher_llama31_8b,Teacher: Llama 3.1 8B,437,7,3,2632,6,21,1,11,5,1.0,382,passed,5.051,18.0
teacher_llama31_8b,Teacher: Llama 3.1 8B,438,8,7,2759,2,25,1,19,5,1.0,403,passed,5.598,84.96
teacher_llama31_8b,Teacher: Llama 3.1 8B,439,7,3,2727,1,21,1,13,5,1.0,396,passed,5.29,32.46
teacher_llama31_8b,Teacher: Llama 3.1 8B,440,10,5,2693,2,23,1,9,5,1.0,400,passed,5.266,27.42
teacher_llama31_8b,Teacher: Llama 3.1 8B,441,16,16,2866,1,29,1,18,5,1.0,425,passed,5.7,29.3
teacher_llama31_8b,Teacher: Llama 3.1 8B,442,7,5,2490,2,23,1,16,5,1.0,362,passed,5.0,36.8
teacher_llama31_8b,Teacher: Llama 3.1 8B,443,10,5,2632,3,23,1,9,5,1.0,401,passed,5.237,81.44
teacher_llama31_8b,Teacher: Llama 3.1 8B,444,14,6,3064,2,24,1,9,5,1.0,441,passed,5.846,40.59
teacher_llama31_8b,Teacher: Llama 3.1 8B,445,9,11,3002,2,30,1,18,5,1.0,446,passed,6.117000000000001,81.41
teacher_llama31_8b,Teacher: Llama 3.1 8B,446,8,3,2477,2,21,1,8,5,1.0,357,passed,4.685,27.61
teacher_llama31_8b,Teacher: Llama 3.1 8B,447,8,5,2774,2,23,1,10,5,1.0,402,passed,5.282,47.39
teacher_llama31_8b,Teacher: Llama 3.1 8B,448,9,5,3615,3,23,1,19,5,1.0,524,passed,6.954,40.94
teacher_llama31_8b,Teacher: Llama 3.1 8B,449,12,12,2696,1,25,1,18,5,1.0,403,passed,5.483,38.82
teacher_llama31_8b,Teacher: Llama 3.1 8B,450,9,7,2856,2,25,1,23,5,1.0,416,passed,5.817,46.96
teacher_llama31_8b,Teacher: Llama 3.1 8B,451,10,6,2820,3,24,1,10,5,1.0,402,passed,5.497000000000001,41.68
teacher_llama31_8b,Teacher: Llama 3.1 8B,452,11,15,2818,5,28,1,14,5,1.0,405,passed,5.705,26.8
teacher_llama31_8b,Teacher: Llama 3.1 8B,453,10,6,2907,3,24,1,18,5,1.0,437,passed,5.899,30.37
teacher_llama31_8b,Teacher: Llama 3.1 8B,454,15,17,2720,1,30,1,19,5,1.0,402,passed,5.537000000000001,77.04
teacher_llama31_8b,Teacher: Llama 3.1 8B,455,10,4,2779,3,22,1,7,5,1.0,407,passed,5.215,54.13
teacher_llama31_8b,Teacher: Llama 3.1 8B,456,8,4,2666,2,22,1,11,5,1.0,384,passed,5.045,44.83
teacher_llama31_8b,Teacher: Llama 3.1 8B,457,8,6,2979,3,29,1,23,5,1.0,435,passed,6.252000000000001,21.04
teacher_llama31_8b,Teacher: Llama 3.1 8B,458,11,4,2785,2,22,1,14,5,1.0,413,passed,5.502000000000001,18.0
teacher_llama31_8b,Teacher: Llama 3.1 8B,459,9,6,2642,3,24,1,17,5,1.0,405,passed,5.518,62.99
teacher_llama31_8b,Teacher: Llama 3.1 8B,460,11,4,2566,4,22,1,10,5,1.0,387,passed,5.063,79.68
teacher_llama31_8b,Teacher: Llama 3.1 8B,461,6,4,2676,5,22,1,9,5,1.0,387,passed,5.265,74.53
teacher_llama31_8b,Teacher: Llama 3.1 8B,462,8,6,2929,2,24,1,18,5,1.0,435,passed,5.849,71.42
teacher_llama31_8b,Teacher: Llama 3.1 8B,463,9,6,2738,3,24,1,18,5,1.0,421,passed,5.652,18.0
teacher_llama31_8b,Teacher: Llama 3.1 8B,464,12,12,2440,3,25,1,14,5,1.0,348,passed,4.68,18.0
teacher_llama31_8b,Teacher: Llama 3.1 8B,465,16,7,2587,1,25,1,17,5,1.0,378,passed,5.321000000000001,76.46
teacher_llama31_8b,Teacher: Llama 3.1 8B,466,9,5,3138,2,23,1,11,5,1.0,451,passed,6.007000000000001,40.09
teacher_llama31_8b,Teacher: Llama 3.1 8B,467,8,5,2917,2,23,1,9,5,1.0,421,passed,5.614,37.64
teacher_llama31_8b,Teacher: Llama 3.1 8B,468,8,10,2892,2,28,1,21,5,1.0,429,passed,6.1160000000000005,65.87
teacher_llama31_8b,Teacher: Llama 3.1 8B,469,8,7,3505,2,34,1,20,5,1.0,486,passed,6.931,64.37
teacher_llama31_8b,Teacher: Llama 3.1 8B,470,8,5,3368,3,23,1,16,5,1.0,492,passed,6.61,52.23
teacher_llama31_8b,Teacher: Llama 3.1 8B,471,6,6,2497,2,23,1,17,5,1.0,364,passed,5.07,42.87
teacher_llama31_8b,Teacher: Llama 3.1 8B,472,14,5,2714,1,23,1,9,5,1.0,397,passed,5.261,29.54
teacher_llama31_8b,Teacher: Llama 3.1 8B,473,11,16,2719,1,29,1,18,5,1.0,393,passed,5.455,80.07
teacher_llama31_8b,Teacher: Llama 3.1 8B,474,13,15,2652,1,28,1,15,5,1.0,385,passed,5.2410000000000005,73.05
teacher_llama31_8b,Teacher: Llama 3.1 8B,475,10,6,3012,2,24,1,17,5,1.0,427,passed,5.8,45.91
teacher_llama31_8b,Teacher: Llama 3.1 8B,476,8,5,2833,3,23,1,13,5,1.0,413,passed,5.547000000000001,87.03
teacher_llama31_8b,Teacher: Llama 3.1 8B,477,9,6,2564,1,24,1,16,5,1.0,376,passed,4.9830000000000005,58.0
teacher_llama31_8b,Teacher: Llama 3.1 8B,478,9,6,2651,1,24,1,11,5,1.0,380,passed,4.982,20.06
teacher_llama31_8b,Teacher: Llama 3.1 8B,479,8,7,3207,2,26,1,13,5,1.0,471,passed,6.348,42.31
teacher_llama31_8b,Teacher: Llama 3.1 8B,480,8,3,2816,2,21,1,14,5,1.0,410,passed,5.5,56.56
teacher_llama31_8b,Teacher: Llama 3.1 8B,481,9,5,2731,2,23,1,10,5,1.0,400,passed,5.329,61.24
teacher_llama31_8b,Teacher: Llama 3.1 8B,482,13,14,3188,2,27,1,14,5,1.0,479,passed,6.297999999999999,23.04
teacher_llama31_8b,Teacher: Llama 3.1 8B,483,11,5,2962,1,23,1,17,5,1.0,429,passed,5.654,44.04
teacher_llama31_8b,Teacher: Llama 3.1 8B,484,7,6,2521,1,24,1,17,5,1.0,369,passed,5.22,79.22
teacher_llama31_8b,Teacher: Llama 3.1 8B,485,6,5,2855,4,23,1,17,5,1.0,423,passed,5.747000000000001,76.47
teacher_llama31_8b,Teacher: Llama 3.1 8B,486,10,14,2827,2,27,1,23,5,1.0,415,passed,5.8260000000000005,56.27
teacher_llama31_8b,Teacher: Llama 3.1 8B,487,10,16,3457,3,37,1,22,5,1.0,506,passed,7.126,75.16
teacher_llama31_8b,Teacher: Llama 3.1 8B,488,11,13,2786,2,26,1,18,5,1.0,420,passed,5.721,68.97
teacher_llama31_8b,Teacher: Llama 3.1 8B,489,8,3,2649,1,21,1,10,5,1.0,391,passed,5.0889999999999995,18.0
teacher_llama31_8b,Teacher: Llama 3.1 8B,490,8,14,2852,3,27,1,19,5,1.0,409,passed,5.7829999999999995,64.22
teacher_llama31_8b,Teacher: Llama 3.1 8B,491,12,3,3479,2,25,1,28,5,1.0,510,passed,6.879,37.23
teacher_llama31_8b,Teacher: Llama 3.1 8B,492,9,8,3192,2,27,1,26,5,1.0,480,passed,6.582000000000001,88.19
teacher_llama31_8b,Teacher: Llama 3.1 8B,493,11,13,2696,1,26,1,18,5,1.0,386,passed,5.524,59.43
teacher_llama31_8b,Teacher: Llama 3.1 8B,494,10,3,2615,5,21,1,18,5,1.0,383,passed,5.205,78.89
teacher_llama31_8b,Teacher: Llama 3.1 8B,495,9,6,3306,4,24,1,16,5,1.0,490,passed,6.395,34.77
teacher_llama31_8b,Teacher: Llama 3.1 8B,496,12,15,2990,3,28,1,21,5,1.0,444,passed,6.0920000000000005,59.65
teacher_llama31_8b,Teacher: Llama 3.1 8B,497,9,4,2927,2,22,1,10,5,1.0,431,passed,5.619,23.27
teacher_llama31_8b,Teacher: Llama 3.1 8B,498,12,15,2770,0,28,1,21,5,1.0,405,passed,5.757999999999999,59.7
teacher_llama31_8b,Teacher: Llama 3.1 8B,499,9,9,3013,2,27,1,19,5,1.0,449,passed,6.2,73.0
teacher_llama31_8b,Teacher: Llama 3.1 8B,500,7,10,3069,3,29,1,18,5,1.0,442,passed,6.051,61.14
teacher_llama31_8b,Teacher: Llama 3.1 8B,501,8,5,2682,3,23,1,8,5,1.0,387,passed,5.008,22.61
teacher_llama31_8b,Teacher: Llama 3.1 8B,502,13,14,2887,3,27,1,18,5,1.0,427,passed,5.843999999999999,22.36
teacher_llama31_8b,Teacher: Llama 3.1 8B,503,9,5,2610,2,23,1,13,5,1.0,382,passed,5.287000000000001,18.0
teacher_llama31_8b,Teacher: Llama 3.1 8B,504,10,5,3273,3,23,1,21,5,1.0,489,passed,6.682,70.62
teacher_llama31_8b,Teacher: Llama 3.1 8B,505,16,14,2514,1,27,1,17,5,1.0,379,passed,5.1339999999999995,61.38
teacher_llama31_8b,Teacher: Llama 3.1 8B,506,8,5,2590,1,23,1,12,5,1.0,381,passed,5.062,59.81
teacher_llama31_8b,Teacher: Llama 3.1 8B,507,10,6,3278,2,25,1,20,5,1.0,477,passed,6.3420000000000005,29.88
teacher_llama31_8b,Teacher: Llama 3.1 8B,508,10,6,2551,2,24,1,17,5,1.0,388,passed,5.4479999999999995,83.33
teacher_llama31_8b,Teacher: Llama 3.1 8B,509,8,5,2895,2,23,1,20,5,1.0,441,passed,5.902,75.71
teacher_llama31_8b,Teacher: Llama 3.1 8B,510,11,7,3007,2,25,1,9,5,1.0,434,passed,5.65,34.13
teacher_llama31_8b,Teacher: Llama 3.1 8B,511,11,8,2920,3,26,1,12,5,1.0,422,passed,5.8020000000000005,75.27
teacher_llama31_8b,Teacher: Llama 3.1 8B,512,6,4,3054,4,22,1,13,5,1.0,449,passed,5.875,25.55
teacher_llama31_8b,Teacher: Llama 3.1 8B,513,5,5,3514,3,23,1,21,5,1.0,522,passed,7.099,85.91
teacher_llama31_8b,Teacher: Llama 3.1 8B,514,12,5,3163,2,24,1,23,5,1.0,466,passed,6.348,76.66
teacher_llama31_8b,Teacher: Llama 3.1 8B,515,13,4,2956,1,23,1,12,5,1.0,427,passed,5.537999999999999,38.58
teacher_llama31_8b,Teacher: Llama 3.1 8B,516,10,5,3051,2,23,1,10,5,1.0,446,passed,5.737,61.24
teacher_llama31_8b,Teacher: Llama 3.1 8B,517,8,6,2849,1,24,1,10,5,1.0,403,passed,5.44,46.1
teacher_llama31_8b,Teacher: Llama 3.1 8B,518,12,5,2741,3,23,1,11,5,1.0,407,passed,5.34,43.99
teacher_llama31_8b,Teacher: Llama 3.1 8B,519,9,5,2902,2,23,1,11,5,1.0,424,passed,5.67,33.56
teacher_llama31_8b,Teacher: Llama 3.1 8B,520,7,7,2927,3,25,1,12,5,1.0,433,passed,5.796,64.48
teacher_llama31_8b,Teacher: Llama 3.1 8B,521,8,6,2890,1,24,1,9,5,1.0,424,passed,5.571000000000001,35.73
teacher_llama31_8b,Teacher: Llama 3.1 8B,522,10,5,2563,2,23,1,12,5,1.0,370,passed,4.882,81.57
teacher_llama31_8b,Teacher: Llama 3.1 8B,523,12,6,2837,3,24,1,14,5,1.0,416,passed,5.574,34.58
teacher_llama31_8b,Teacher: Llama 3.1 8B,524,13,5,2936,3,23,1,19,5,1.0,439,passed,5.938,32.06
teacher_llama31_8b,Teacher: Llama 3.1 8B,525,9,6,2908,2,24,1,15,5,1.0,427,passed,5.812,85.21
teacher_llama31_8b,Teacher: Llama 3.1 8B,526,8,4,2601,1,22,1,12,5,1.0,386,passed,5.1080000000000005,41.82
teacher_llama31_8b,Teacher: Llama 3.1 8B,527,8,6,3590,3,28,1,30,5,1.0,529,passed,7.26,77.25
teacher_llama31_8b,Teacher: Llama 3.1 8B,528,7,10,2595,3,28,1,11,5,1.0,383,passed,5.166,65.66
teacher_llama31_8b,Teacher: Llama 3.1 8B,529,12,16,2718,0,29,1,22,5,1.0,387,passed,5.3420000000000005,49.03
teacher_llama31_8b,Teacher: Llama 3.1 8B,530,15,16,2687,1,29,1,20,5,1.0,392,passed,5.365,72.56
teacher_llama31_8b,Teacher: Llama 3.1 8B,531,14,14,2721,1,27,1,19,5,1.0,396,passed,5.437,47.17
teacher_llama31_8b,Teacher: Llama 3.1 8B,532,9,5,2950,3,23,1,16,5,1.0,433,passed,5.979,81.47
teacher_llama31_8b,Teacher: Llama 3.1 8B,533,5,4,3064,4,25,1,23,5,1.0,445,passed,6.199,49.58
teacher_llama31_8b,Teacher: Llama 3.1 8B,534,11,7,2727,3,26,1,12,5,1.0,407,passed,5.2379999999999995,43.37
teacher_llama31_8b,Teacher: Llama 3.1 8B,535,9,5,2852,3,23,1,16,5,1.0,426,passed,5.725,70.59
teacher_llama31_8b,Teacher: Llama 3.1 8B,536,15,7,2965,2,25,1,11,5,1.0,432,passed,5.825,62.39
teacher_llama31_8b,Teacher: Llama 3.1 8B,537,9,5,2983,3,23,1,14,5,1.0,443,passed,5.9270000000000005,73.64
teacher_llama31_8b,Teacher: Llama 3.1 8B,538,9,14,3047,1,33,1,17,5,1.0,439,passed,6.195,50.78
teacher_llama31_8b,Teacher: Llama 3.1 8B,539,7,3,2823,2,22,1,11,5,1.0,415,passed,5.361000000000001,23.39
teacher_llama31_8b,Teacher: Llama 3.1 8B,540,10,5,3015,1,23,1,16,5,1.0,463,passed,6.2139999999999995,75.87
teacher_llama31_8b,Teacher: Llama 3.1 8B,541,11,13,3133,5,26,1,17,5,1.0,461,passed,6.3260000000000005,53.07
teacher_llama31_8b,Teacher: Llama 3.1 8B,542,6,7,3371,6,25,1,15,5,1.0,494,passed,6.619,53.97
teacher_llama31_8b,Teacher: Llama 3.1 8B,543,9,6,2841,2,24,1,9,5,1.0,401,passed,5.234,47.09
teacher_llama31_8b,Teacher: Llama 3.1 8B,544,5,4,2926,3,22,1,21,5,1.0,428,passed,5.807,76.5
teacher_llama31_8b,Teacher: Llama 3.1 8B,545,6,5,3045,4,23,1,14,5,1.0,445,passed,6.053999999999999,51.0
teacher_llama31_8b,Teacher: Llama 3.1 8B,546,12,8,3016,2,26,1,8,5,1.0,434,passed,5.761,38.91
teacher_llama31_8b,Teacher: Llama 3.1 8B,547,7,7,2930,3,25,1,17,5,1.0,429,passed,5.893,73.02
teacher_llama31_8b,Teacher: Llama 3.1 8B,548,7,6,2980,5,24,1,16,5,1.0,434,passed,5.781000000000001,63.46
teacher_llama31_8b,Teacher: Llama 3.1 8B,549,8,6,2845,3,24,1,17,5,1.0,414,passed,5.579,67.33
teacher_llama31_8b,Teacher: Llama 3.1 8B,550,9,14,2934,3,27,1,22,5,1.0,433,passed,6.064,63.88
teacher_llama31_8b,Teacher: Llama 3.1 8B,551,9,19,3319,2,37,1,20,5,1.0,488,passed,6.945,60.52
teacher_llama31_8b,Teacher: Llama 3.1 8B,552,7,4,2969,3,22,1,22,5,1.0,447,passed,6.1339999999999995,59.56
teacher_llama31_8b,Teacher: Llama 3.1 8B,553,8,5,2877,1,23,1,12,5,1.0,420,passed,5.555,23.6
teacher_llama31_8b,Teacher: Llama 3.1 8B,554,12,22,2688,1,36,1,21,5,1.0,390,passed,5.8229999999999995,41.82
teacher_llama31_8b,Teacher: Llama 3.1 8B,555,8,18,2916,4,31,1,20,5,1.0,427,passed,5.903,68.16
teacher_llama31_8b,Teacher: Llama 3.1 8B,556,11,6,3248,3,29,1,17,5,1.0,460,passed,6.57,69.04
teacher_llama31_8b,Teacher: Llama 3.1 8B,557,8,16,2963,3,29,1,20,5,1.0,434,passed,5.947,39.98
teacher_llama31_8b,Teacher: Llama 3.1 8B,558,8,5,3369,1,24,1,18,5,1.0,492,passed,6.659,84.73
teacher_llama31_8b,Teacher: Llama 3.1 8B,559,7,5,3016,1,26,1,11,5,1.0,439,passed,5.8020000000000005,28.15
teacher_llama31_8b,Teacher: Llama 3.1 8B,560,7,6,3157,5,24,1,11,5,1.0,453,passed,5.9910000000000005,49.01
teacher_llama31_8b,Teacher: Llama 3.1 8B,561,7,4,2647,1,22,1,18,5,1.0,390,passed,5.311,72.05
teacher_llama31_8b,Teacher: Llama 3.1 8B,562,13,10,2699,3,28,1,11,5,1.0,384,passed,5.2860000000000005,80.76
teacher_llama31_8b,Teacher: Llama 3.1 8B,563,6,4,2636,1,22,1,19,5,1.0,389,passed,5.4239999999999995,60.12
teacher_llama31_8b,Teacher: Llama 3.1 8B,564,10,5,2727,3,23,1,7,5,1.0,402,passed,5.202000000000001,46.36
teacher_llama31_8b,Teacher: Llama 3.1 8B,565,7,5,2525,2,23,1,7,5,1.0,372,passed,4.882,37.3
teacher_llama31_8b,Teacher: Llama 3.1 8B,566,12,15,2775,2,28,1,18,5,1.0,412,passed,5.585,65.55
