action_verb_count,bullet_count,category_alcohol,category_checks,category_diet,category_exercise,category_follow-up,category_sleep,category_smoking,category_stress,distillation_id,explanation_connector_count,feature_Activity,feature_Alcohol,feature_BMI,feature_Blood Glucose,feature_Blood Pressure,feature_Cholesterol,feature_Diet,feature_Mental Health,feature_Predicted Body Age,feature_Sleep,feature_Smoking,feature_Stress,feature_evidence_count,forbidden_term_count,key_signal_coverage,medical_disclaimer_present,numeric_evidence_count,person_index,quality_score,recommendation_category_count,required_heading_count,required_heading_coverage,response_source,word_count
6,14,1,1,1,1,1,1,1,1,1303,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,23,1303,80.37142857142857,8,5,1.0,Local rule-based fallback,223
12,23,1,1,1,1,1,1,1,1,1304,5,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,13,1304,95.0,8,5,1.0,Qwen teacher distillation,375
6,12,1,1,1,1,1,1,1,1,1304,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1304,80.31428571428572,8,5,1.0,Local rule-based fallback,221
15,25,1,1,1,1,1,1,1,1,1305,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,16,1305,89.0,8,5,1.0,Qwen teacher distillation,382
6,15,1,1,1,1,1,1,1,1,1305,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1305,80.65714285714286,8,5,1.0,Local rule-based fallback,233
16,34,1,1,1,1,1,1,1,1,1307,6,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,23,1307,95.0,8,5,1.0,Qwen teacher distillation,415
6,15,1,1,1,1,1,1,1,1,1307,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1307,80.68571428571428,8,5,1.0,Local rule-based fallback,234
13,17,1,1,1,1,1,1,1,1,1308,5,1,1,1,1,1,1,1,0,0,1,1,1,10,0,0.8571428571428571,0,18,1308,92.14285714285714,8,5,1.0,Qwen teacher distillation,380
6,15,1,1,1,1,1,1,1,1,1308,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1308,80.77142857142857,8,5,1.0,Local rule-based fallback,237
14,27,1,1,1,1,1,1,1,1,1309,3,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,16,1309,91.0,8,5,1.0,Qwen teacher distillation,373
6,15,1,1,1,1,1,1,1,1,1309,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1309,80.62857142857143,8,5,1.0,Local rule-based fallback,232
16,20,1,1,1,1,1,1,1,1,1310,3,1,1,1,0,1,1,1,0,0,1,1,1,9,0,1.0,0,10,1310,88.75714285714285,8,5,1.0,Qwen teacher distillation,324
6,13,1,1,1,1,1,1,1,1,1310,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1310,80.25714285714285,8,5,1.0,Local rule-based fallback,219
14,27,1,1,1,1,1,1,1,1,1311,4,1,1,0,1,1,1,1,0,1,1,1,1,10,0,1.0,0,22,1311,93.0,8,5,1.0,Qwen teacher distillation,438
6,14,1,1,1,1,1,1,1,1,1311,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1311,80.57142857142857,8,5,1.0,Local rule-based fallback,230
14,24,1,1,1,1,1,1,1,1,1312,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,13,1312,91.0,8,5,1.0,Qwen teacher distillation,356
6,14,1,1,1,1,1,1,1,1,1312,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1312,80.57142857142857,8,5,1.0,Local rule-based fallback,230
14,20,1,1,1,1,1,1,1,1,1313,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,14,1313,89.0,8,5,1.0,Qwen teacher distillation,350
6,15,1,1,1,1,1,1,1,1,1313,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1313,80.82857142857142,8,5,1.0,Local rule-based fallback,239
15,22,1,1,1,1,1,1,1,1,1314,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,18,1314,91.0,8,5,1.0,Qwen teacher distillation,367
6,14,1,1,1,1,1,1,1,1,1314,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1314,80.57142857142857,8,5,1.0,Local rule-based fallback,230
15,29,1,1,1,1,1,1,1,1,1315,4,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,17,1315,93.0,8,5,1.0,Qwen teacher distillation,402
6,15,1,1,1,1,1,1,1,1,1315,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1315,80.77142857142857,8,5,1.0,Local rule-based fallback,237
12,21,1,1,1,1,1,1,1,1,1316,4,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,14,1316,91.85714285714286,8,5,1.0,Qwen teacher distillation,310
6,13,1,1,1,1,1,1,1,1,1316,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1316,80.37142857142857,8,5,1.0,Local rule-based fallback,223
17,29,1,1,1,1,1,1,1,1,1317,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,18,1317,93.0,8,5,1.0,Qwen teacher distillation,446
6,15,1,1,1,1,1,1,1,1,1317,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1317,80.62857142857143,8,5,1.0,Local rule-based fallback,232
13,24,1,1,1,1,1,1,1,1,1318,4,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,18,1318,93.0,8,5,1.0,Qwen teacher distillation,393
6,15,1,1,1,1,1,1,1,1,1318,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1318,80.71428571428571,8,5,1.0,Local rule-based fallback,235
10,23,1,1,1,1,1,1,1,1,1319,4,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,15,1319,88.83809523809524,8,5,1.0,Qwen teacher distillation,321
6,14,1,1,1,1,1,1,1,1,1319,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1319,80.42857142857143,8,5,1.0,Local rule-based fallback,225
11,30,1,1,1,1,1,1,1,1,1320,3,1,1,1,1,1,0,1,0,0,1,1,1,9,0,1.0,0,21,1320,87.83333333333333,8,5,1.0,Qwen teacher distillation,389
6,13,1,1,1,1,1,1,1,1,1320,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1320,80.34285714285714,8,5,1.0,Local rule-based fallback,222
14,25,1,1,1,1,1,1,1,1,1321,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,12,1321,93.0,8,5,1.0,Qwen teacher distillation,379
6,15,1,1,1,1,1,1,1,1,1321,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1321,80.71428571428571,8,5,1.0,Local rule-based fallback,235
12,26,1,1,1,1,1,1,1,1,1322,3,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,16,1322,91.0,8,5,1.0,Qwen teacher distillation,350
6,15,1,1,1,1,1,1,1,1,1322,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1322,80.51428571428572,8,5,1.0,Local rule-based fallback,228
16,29,1,1,1,1,1,1,1,1,1323,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,18,1323,89.0,8,5,1.0,Qwen teacher distillation,484
6,15,1,1,1,1,1,1,1,1,1323,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1323,80.71428571428571,8,5,1.0,Local rule-based fallback,235
15,32,1,1,1,1,1,1,1,1,1324,2,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,21,1324,89.0,8,5,1.0,Qwen teacher distillation,404
6,14,1,1,1,1,1,1,1,1,1324,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,23,1324,80.34285714285714,8,5,1.0,Local rule-based fallback,222
16,35,1,1,1,1,1,1,1,1,1325,5,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,23,1325,95.0,8,5,1.0,Qwen teacher distillation,452
6,15,1,1,1,1,1,1,1,1,1325,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1325,80.71428571428571,8,5,1.0,Local rule-based fallback,235
11,26,1,1,1,1,1,1,1,1,1326,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,20,1326,89.33333333333333,8,5,1.0,Qwen teacher distillation,397
6,11,1,1,1,1,1,1,1,1,1326,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,23,1326,80.11428571428571,8,5,1.0,Local rule-based fallback,214
15,21,1,1,1,1,1,1,1,1,1327,5,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,15,1327,95.0,8,5,1.0,Qwen teacher distillation,372
6,11,1,1,1,1,1,1,1,1,1327,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,22,1327,79.94285714285715,8,5,1.0,Local rule-based fallback,208
14,27,1,1,1,1,1,1,1,1,1328,3,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,20,1328,90.97142857142858,8,5,1.0,Qwen teacher distillation,349
6,14,1,1,1,1,1,1,1,1,1328,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1328,80.57142857142857,8,5,1.0,Local rule-based fallback,230
15,25,1,1,1,1,1,1,1,1,1329,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,22,1329,93.0,8,5,1.0,Qwen teacher distillation,407
6,14,1,1,1,1,1,1,1,1,1329,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1329,80.65714285714286,8,5,1.0,Local rule-based fallback,233
15,23,1,1,1,1,1,1,1,1,1330,5,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,11,1330,94.17142857142858,8,5,1.0,Qwen teacher distillation,321
6,15,1,1,1,1,1,1,1,1,1330,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1330,80.57142857142857,8,5,1.0,Local rule-based fallback,230
14,21,1,1,1,1,1,1,1,1,1331,4,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,11,1331,92.65714285714286,8,5,1.0,Qwen teacher distillation,338
6,15,1,1,1,1,1,1,1,1,1331,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1331,80.8,8,5,1.0,Local rule-based fallback,238
13,24,1,1,1,1,1,1,1,1,1332,6,1,1,1,0,1,1,1,1,0,1,1,1,10,0,1.0,0,20,1332,95.0,8,5,1.0,Qwen teacher distillation,401
6,13,1,1,1,1,1,1,1,1,1332,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1332,80.34285714285714,8,5,1.0,Local rule-based fallback,222
13,27,1,1,1,1,1,1,1,1,1333,5,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,1,20,1333,100.0,8,5,1.0,Qwen teacher distillation,403
6,15,1,1,1,1,1,1,1,1,1333,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1333,80.65714285714286,8,5,1.0,Local rule-based fallback,233
15,43,1,1,1,1,1,1,1,1,1334,4,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,19,1334,93.0,8,5,1.0,Qwen teacher distillation,485
6,15,1,1,1,1,1,1,1,1,1334,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1334,80.74285714285715,8,5,1.0,Local rule-based fallback,236
14,24,1,1,1,1,1,1,1,1,1335,4,1,1,1,1,1,1,1,0,0,1,1,1,10,0,0.875,0,16,1335,90.5,8,5,1.0,Qwen teacher distillation,368
6,15,1,1,1,1,1,1,1,1,1335,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1335,80.74285714285715,8,5,1.0,Local rule-based fallback,236
15,25,1,1,1,1,1,1,1,1,1336,4,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,17,1336,93.0,8,5,1.0,Qwen teacher distillation,369
6,13,1,1,1,1,1,1,1,1,1336,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1336,80.31428571428572,8,5,1.0,Local rule-based fallback,221
14,25,1,1,1,1,1,1,1,1,1337,4,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,19,1337,93.0,8,5,1.0,Qwen teacher distillation,420
6,14,1,1,1,1,1,1,1,1,1337,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1337,80.48571428571428,8,5,1.0,Local rule-based fallback,227
14,24,1,1,1,1,1,1,1,1,1338,6,1,1,0,1,1,1,1,0,1,1,1,1,10,0,1.0,0,11,1338,95.0,8,5,1.0,Qwen teacher distillation,383
6,15,1,1,1,1,1,1,1,1,1338,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1338,80.65714285714286,8,5,1.0,Local rule-based fallback,233
11,25,1,1,1,1,1,1,1,1,1339,4,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,14,1339,91.33333333333333,8,5,1.0,Qwen teacher distillation,404
6,14,1,1,1,1,1,1,1,1,1339,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1339,80.68571428571428,8,5,1.0,Local rule-based fallback,234
16,27,1,1,1,1,1,1,1,1,1340,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,14,1340,93.0,8,5,1.0,Qwen teacher distillation,423
6,15,1,1,1,1,1,1,1,1,1340,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1340,80.68571428571428,8,5,1.0,Local rule-based fallback,234
13,26,1,1,1,1,1,1,1,1,1341,6,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,17,1341,95.0,8,5,1.0,Qwen teacher distillation,351
6,14,1,1,1,1,1,1,1,1,1341,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,23,1341,80.42857142857143,8,5,1.0,Local rule-based fallback,225
16,25,1,1,1,1,1,1,1,1,1342,4,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,20,1342,93.0,8,5,1.0,Qwen teacher distillation,398
6,14,1,1,1,1,1,1,1,1,1342,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1342,80.6,8,5,1.0,Local rule-based fallback,231
16,32,1,1,1,1,1,1,1,1,1343,6,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,20,1343,95.0,8,5,1.0,Qwen teacher distillation,399
6,15,1,1,1,1,1,1,1,1,1343,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1343,80.82857142857142,8,5,1.0,Local rule-based fallback,239
15,27,1,1,1,1,1,1,1,1,1344,4,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,22,1344,93.0,8,5,1.0,Qwen teacher distillation,419
6,15,1,1,1,1,1,1,1,1,1344,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1344,80.71428571428571,8,5,1.0,Local rule-based fallback,235
13,25,1,1,1,1,1,1,1,1,1345,4,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,13,1345,92.71428571428571,8,5,1.0,Qwen teacher distillation,340
6,14,1,1,1,1,1,1,1,1,1345,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1345,80.51428571428572,8,5,1.0,Local rule-based fallback,228
14,30,1,1,1,1,1,1,1,1,1346,5,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,17,1346,95.0,8,5,1.0,Qwen teacher distillation,395
6,15,1,1,1,1,1,1,1,1,1346,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1346,80.57142857142857,8,5,1.0,Local rule-based fallback,230
17,22,1,1,1,1,1,1,1,1,1347,1,1,1,0,1,1,1,1,0,1,1,1,1,10,0,1.0,0,15,1347,86.37142857142857,8,5,1.0,Qwen teacher distillation,328
6,14,1,1,1,1,1,1,1,1,1347,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1347,80.48571428571428,8,5,1.0,Local rule-based fallback,227
15,21,1,1,1,1,1,1,1,1,1348,2,1,1,1,1,1,0,1,0,0,1,1,1,9,0,1.0,0,13,1348,86.95714285714286,8,5,1.0,Qwen teacher distillation,331
6,14,1,1,1,1,1,1,1,1,1348,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1348,80.4,8,5,1.0,Local rule-based fallback,224
15,34,1,1,1,1,1,1,1,1,1349,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,21,1349,91.0,8,5,1.0,Qwen teacher distillation,444
6,15,1,1,1,1,1,1,1,1,1349,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1349,80.77142857142857,8,5,1.0,Local rule-based fallback,237
13,25,1,1,1,1,1,1,1,1,1350,4,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,10,1350,92.22857142857143,8,5,1.0,Qwen teacher distillation,323
6,14,1,1,1,1,1,1,1,1,1350,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1350,80.54285714285714,8,5,1.0,Local rule-based fallback,229
13,23,1,1,1,1,1,1,1,1,1351,5,1,1,1,1,1,0,1,0,0,1,1,1,9,0,1.0,0,14,1351,93.35714285714286,8,5,1.0,Qwen teacher distillation,345
6,14,1,1,1,1,1,1,1,1,1351,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1351,80.42857142857143,8,5,1.0,Local rule-based fallback,225
15,31,1,1,1,1,1,1,1,1,1352,5,1,1,1,0,1,1,1,0,0,1,1,1,9,0,1.0,0,22,1352,93.5,8,5,1.0,Qwen teacher distillation,410
6,15,1,1,1,1,1,1,1,1,1352,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1352,80.62857142857143,8,5,1.0,Local rule-based fallback,232
14,21,1,1,1,1,1,1,1,1,1353,3,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,10,1353,89.05714285714285,8,5,1.0,Qwen teacher distillation,282
6,13,1,1,1,1,1,1,1,1,1353,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1353,80.4,8,5,1.0,Local rule-based fallback,224
14,27,1,1,1,1,1,1,1,1,1354,4,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,19,1354,93.0,8,5,1.0,Qwen teacher distillation,434
6,14,1,1,1,1,1,1,1,1,1354,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1354,80.48571428571428,8,5,1.0,Local rule-based fallback,227
12,30,1,1,1,1,1,1,1,1,1355,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,22,1355,87.0,8,5,1.0,Qwen teacher distillation,388
6,15,1,1,1,1,1,1,1,1,1355,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1355,80.71428571428571,8,5,1.0,Local rule-based fallback,235
14,24,1,1,1,1,1,1,1,1,1356,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,14,1356,90.6,8,5,1.0,Qwen teacher distillation,336
6,14,1,1,1,1,1,1,1,1,1356,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1356,80.51428571428572,8,5,1.0,Local rule-based fallback,228
15,30,1,1,1,1,1,1,1,1,1357,5,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,17,1357,95.0,8,5,1.0,Qwen teacher distillation,463
6,15,1,1,1,1,1,1,1,1,1357,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1357,80.6,8,5,1.0,Local rule-based fallback,231
12,28,1,1,1,1,1,1,1,1,1358,6,1,1,0,1,1,1,1,0,1,1,1,1,10,0,1.0,0,20,1358,95.0,8,5,1.0,Qwen teacher distillation,388
6,15,1,1,1,1,1,1,1,1,1358,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1358,80.71428571428571,8,5,1.0,Local rule-based fallback,235
15,22,1,1,1,1,1,1,1,1,1359,4,1,1,0,1,1,1,1,0,1,1,1,1,10,0,1.0,0,15,1359,93.0,8,5,1.0,Qwen teacher distillation,383
6,15,1,1,1,1,1,1,1,1,1359,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1359,80.6,8,5,1.0,Local rule-based fallback,231
16,32,1,1,1,1,1,1,1,1,1360,5,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,20,1360,95.0,8,5,1.0,Qwen teacher distillation,431
6,15,1,1,1,1,1,1,1,1,1360,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1360,80.74285714285715,8,5,1.0,Local rule-based fallback,236
15,22,1,1,1,1,1,1,1,1,1361,4,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,15,1361,92.57142857142857,8,5,1.0,Qwen teacher distillation,335
6,15,1,1,1,1,1,1,1,1,1361,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1361,80.74285714285715,8,5,1.0,Local rule-based fallback,236
15,24,1,1,1,1,1,1,1,1,1362,3,1,1,0,1,1,1,1,0,1,1,1,1,10,0,1.0,0,17,1362,91.0,8,5,1.0,Qwen teacher distillation,372
6,15,1,1,1,1,1,1,1,1,1362,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1362,80.71428571428571,8,5,1.0,Local rule-based fallback,235
16,23,1,1,1,1,1,1,1,1,1363,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,15,1363,91.0,8,5,1.0,Qwen teacher distillation,390
6,15,1,1,1,1,1,1,1,1,1363,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1363,80.77142857142857,8,5,1.0,Local rule-based fallback,237
17,33,1,1,1,1,1,1,1,1,1364,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,25,1364,93.0,8,5,1.0,Qwen teacher distillation,469
6,15,1,1,1,1,1,1,1,1,1364,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1364,80.82857142857142,8,5,1.0,Local rule-based fallback,239
13,26,1,1,1,1,1,1,1,1,1365,1,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,16,1365,85.31428571428572,8,5,1.0,Qwen teacher distillation,291
6,14,1,1,1,1,1,1,1,1,1365,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1365,80.6,8,5,1.0,Local rule-based fallback,231
16,38,1,1,1,1,1,1,1,1,1366,4,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,18,1366,93.0,8,5,1.0,Qwen teacher distillation,448
6,13,1,1,1,1,1,1,1,1,1366,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1366,80.37142857142857,8,5,1.0,Local rule-based fallback,223
14,25,1,1,1,1,1,1,1,1,1367,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,17,1367,91.0,8,5,1.0,Qwen teacher distillation,367
6,15,1,1,1,1,1,1,1,1,1367,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1367,80.91428571428571,8,5,1.0,Local rule-based fallback,242
14,29,1,1,1,1,1,1,1,1,1368,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,23,1368,89.0,8,5,1.0,Qwen teacher distillation,393
6,15,1,1,1,1,1,1,1,1,1368,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1368,80.8,8,5,1.0,Local rule-based fallback,238
12,26,1,1,1,1,1,1,1,1,1369,3,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,13,1369,90.57142857142857,8,5,1.0,Qwen teacher distillation,335
6,15,1,1,1,1,1,1,1,1,1369,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1369,80.6,8,5,1.0,Local rule-based fallback,231
16,31,1,1,1,1,1,1,1,1,1370,4,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,14,1370,93.0,8,5,1.0,Qwen teacher distillation,419
6,14,1,1,1,1,1,1,1,1,1370,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1370,80.48571428571428,8,5,1.0,Local rule-based fallback,227
14,26,1,1,1,1,1,1,1,1,1371,5,1,1,0,1,1,1,1,0,1,1,1,1,10,0,1.0,0,18,1371,95.0,8,5,1.0,Qwen teacher distillation,397
6,14,1,1,1,1,1,1,1,1,1371,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1371,80.54285714285714,8,5,1.0,Local rule-based fallback,229
15,23,1,1,1,1,1,1,1,1,1372,3,1,1,0,1,1,1,1,0,1,1,1,1,10,0,1.0,0,16,1372,91.0,8,5,1.0,Qwen teacher distillation,373
6,15,1,1,1,1,1,1,1,1,1372,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1372,80.65714285714286,8,5,1.0,Local rule-based fallback,233
14,29,1,1,1,1,1,1,1,1,1373,4,1,1,1,0,1,1,1,1,0,1,1,1,10,0,1.0,0,15,1373,93.0,8,5,1.0,Qwen teacher distillation,360
6,12,1,1,1,1,1,1,1,1,1373,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1373,80.22857142857143,8,5,1.0,Local rule-based fallback,218
17,25,1,1,1,1,1,1,1,1,1374,3,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,22,1374,91.0,8,5,1.0,Qwen teacher distillation,396
6,13,1,1,1,1,1,1,1,1,1374,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1374,80.42857142857143,8,5,1.0,Local rule-based fallback,225
15,30,1,1,1,1,1,1,1,1,1375,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,22,1375,93.0,8,5,1.0,Qwen teacher distillation,449
6,15,1,1,1,1,1,1,1,1,1375,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1375,80.85714285714286,8,5,1.0,Local rule-based fallback,240
14,22,1,1,1,1,1,1,1,1,1376,2,1,1,0,1,1,1,1,0,1,1,1,1,10,0,1.0,0,16,1376,88.05714285714285,8,5,1.0,Qwen teacher distillation,317
6,14,1,1,1,1,1,1,1,1,1376,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,1376,80.57142857142857,8,5,1.0,Local rule-based fallback,230
15,31,1,1,1,1,1,1,1,1,1377,3,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,1,19,1377,96.0,8,5,1.0,Qwen teacher distillation,452
6,14,1,1,1,1,1,1,1,1,1377,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1377,80.45714285714286,8,5,1.0,Local rule-based fallback,226
13,26,1,1,1,1,1,1,1,1,1378,3,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,18,1378,91.0,8,5,1.0,Qwen teacher distillation,354
6,15,1,1,1,1,1,1,1,1,1378,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,1378,80.74285714285715,8,5,1.0,Local rule-based fallback,236
14,28,1,1,1,1,1,1,1,1,1379,3,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,21,1379,91.0,8,5,1.0,Qwen teacher distillation,357
6,13,1,1,1,1,1,1,1,1,1379,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,1379,80.4,8,5,1.0,Local rule-based fallback,224
