action_verb_count,bullet_count,category_alcohol,category_checks,category_diet,category_exercise,category_follow-up,category_sleep,category_smoking,category_stress,distillation_id,explanation_connector_count,feature_Activity,feature_Alcohol,feature_BMI,feature_Blood Glucose,feature_Blood Pressure,feature_Cholesterol,feature_Diet,feature_Mental Health,feature_Predicted Body Age,feature_Sleep,feature_Smoking,feature_Stress,feature_evidence_count,forbidden_term_count,key_signal_coverage,medical_disclaimer_present,numeric_evidence_count,person_index,quality_score,recommendation_category_count,required_heading_count,required_heading_coverage,response_source,word_count
14,28,1,1,1,1,1,1,1,1,882,6,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,17,882,95.0,8,5,1.0,Qwen teacher distillation,410
6,14,1,1,1,1,1,1,1,1,882,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,882,80.54285714285714,8,5,1.0,Local rule-based fallback,229
14,30,1,1,1,1,1,1,1,1,883,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,20,883,93.0,8,5,1.0,Qwen teacher distillation,433
6,14,1,1,1,1,1,1,1,1,883,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,883,80.57142857142857,8,5,1.0,Local rule-based fallback,230
15,30,1,1,1,1,1,1,1,1,884,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,25,884,91.0,8,5,1.0,Qwen teacher distillation,423
6,15,1,1,1,1,1,1,1,1,884,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,884,80.74285714285715,8,5,1.0,Local rule-based fallback,236
13,25,1,1,1,1,1,1,1,1,885,5,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,16,885,95.0,8,5,1.0,Qwen teacher distillation,414
6,14,1,1,1,1,1,1,1,1,885,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,885,80.57142857142857,8,5,1.0,Local rule-based fallback,230
13,23,1,1,1,1,1,1,1,1,886,3,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,10,886,89.05714285714285,8,5,1.0,Qwen teacher distillation,282
6,14,1,1,1,1,1,1,1,1,886,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,886,80.48571428571428,8,5,1.0,Local rule-based fallback,227
12,26,1,1,1,1,1,1,1,1,887,2,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,18,887,89.0,8,5,1.0,Qwen teacher distillation,354
6,15,1,1,1,1,1,1,1,1,887,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,887,80.65714285714286,8,5,1.0,Local rule-based fallback,233
12,27,1,1,1,1,1,1,1,1,888,5,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,20,888,95.0,8,5,1.0,Qwen teacher distillation,373
6,13,1,1,1,1,1,1,1,1,888,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,888,80.45714285714286,8,5,1.0,Local rule-based fallback,226
12,21,1,1,1,1,1,1,1,1,889,2,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,10,889,87.37142857142857,8,5,1.0,Qwen teacher distillation,293
6,13,1,1,1,1,1,1,1,1,889,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,23,889,80.4,8,5,1.0,Local rule-based fallback,224
14,29,1,1,1,1,1,1,1,1,890,1,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,18,890,87.0,8,5,1.0,Qwen teacher distillation,400
6,14,1,1,1,1,1,1,1,1,890,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,890,80.51428571428572,8,5,1.0,Local rule-based fallback,228
11,22,1,1,1,1,1,1,1,1,891,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,19,891,89.33333333333333,8,5,1.0,Qwen teacher distillation,446
6,14,1,1,1,1,1,1,1,1,891,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,891,80.54285714285714,8,5,1.0,Local rule-based fallback,229
16,23,1,1,1,1,1,1,1,1,892,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,12,892,93.0,8,5,1.0,Qwen teacher distillation,380
6,15,1,1,1,1,1,1,1,1,892,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,892,80.85714285714286,8,5,1.0,Local rule-based fallback,240
14,27,1,1,1,1,1,1,1,1,893,3,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,20,893,91.0,8,5,1.0,Qwen teacher distillation,394
6,13,1,1,1,1,1,1,1,1,893,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,893,80.45714285714286,8,5,1.0,Local rule-based fallback,226
15,30,1,1,1,1,1,1,1,1,894,2,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,1,22,894,94.0,8,5,1.0,Qwen teacher distillation,430
6,15,1,1,1,1,1,1,1,1,894,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,894,80.68571428571428,8,5,1.0,Local rule-based fallback,234
15,31,1,1,1,1,1,1,1,1,896,3,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,21,896,91.0,8,5,1.0,Qwen teacher distillation,420
6,14,1,1,1,1,1,1,1,1,896,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,896,80.57142857142857,8,5,1.0,Local rule-based fallback,230
16,28,1,1,1,1,1,1,1,1,897,5,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,897,100.0,8,5,1.0,Qwen teacher distillation,382
6,15,1,1,1,1,1,1,1,1,897,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,897,80.8,8,5,1.0,Local rule-based fallback,238
12,26,1,1,1,1,1,1,1,1,898,6,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,22,898,95.0,8,5,1.0,Qwen teacher distillation,411
6,13,1,1,1,1,1,1,1,1,898,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,898,80.37142857142857,8,5,1.0,Local rule-based fallback,223
14,27,1,1,1,1,1,1,1,1,899,1,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,17,899,86.88571428571429,8,5,1.0,Qwen teacher distillation,346
6,15,1,1,1,1,1,1,1,1,899,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,899,80.68571428571428,8,5,1.0,Local rule-based fallback,234
15,17,1,1,1,1,1,1,1,1,900,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,13,900,92.94285714285715,8,5,1.0,Qwen teacher distillation,348
6,15,1,1,1,1,1,1,1,1,900,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,900,80.68571428571428,8,5,1.0,Local rule-based fallback,234
16,29,1,1,1,1,1,1,1,1,901,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,16,901,89.0,8,5,1.0,Qwen teacher distillation,389
6,15,1,1,1,1,1,1,1,1,901,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,901,80.82857142857142,8,5,1.0,Local rule-based fallback,239
13,31,1,1,1,1,1,1,1,1,902,3,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,23,902,91.0,8,5,1.0,Qwen teacher distillation,388
6,15,1,1,1,1,1,1,1,1,902,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,902,80.71428571428571,8,5,1.0,Local rule-based fallback,235
14,32,1,1,1,1,1,1,1,1,903,4,1,1,1,1,1,0,1,0,0,1,1,1,9,0,1.0,1,20,903,96.5,8,5,1.0,Qwen teacher distillation,425
6,15,1,1,1,1,1,1,1,1,903,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,903,80.54285714285714,8,5,1.0,Local rule-based fallback,229
16,20,1,1,1,1,1,1,1,1,904,3,1,1,0,1,1,1,1,1,1,1,1,1,11,0,1.0,0,10,904,89.14285714285714,8,5,1.0,Qwen teacher distillation,285
6,13,1,1,1,1,1,1,1,1,904,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,904,80.51428571428572,8,5,1.0,Local rule-based fallback,228
15,23,1,1,1,1,1,1,1,1,905,3,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,18,905,91.0,8,5,1.0,Qwen teacher distillation,374
6,13,1,1,1,1,1,1,1,1,905,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,23,905,80.25714285714285,8,5,1.0,Local rule-based fallback,219
11,30,1,1,1,1,1,1,1,1,906,4,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,22,906,91.33333333333333,8,5,1.0,Qwen teacher distillation,379
6,14,1,1,1,1,1,1,1,1,906,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,906,80.62857142857143,8,5,1.0,Local rule-based fallback,232
13,25,1,1,1,1,1,1,1,1,907,5,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,15,907,100.0,8,5,1.0,Qwen teacher distillation,394
6,15,1,1,1,1,1,1,1,1,907,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,907,80.74285714285715,8,5,1.0,Local rule-based fallback,236
13,26,1,1,1,1,1,1,1,1,908,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,18,908,93.0,8,5,1.0,Qwen teacher distillation,353
6,15,1,1,1,1,1,1,1,1,908,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,908,80.71428571428571,8,5,1.0,Local rule-based fallback,235
16,32,1,1,1,1,1,1,1,1,909,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,21,909,91.0,8,5,1.0,Qwen teacher distillation,425
6,15,1,1,1,1,1,1,1,1,909,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,909,80.71428571428571,8,5,1.0,Local rule-based fallback,235
16,32,1,1,1,1,1,1,1,1,910,5,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,16,910,95.0,8,5,1.0,Qwen teacher distillation,416
6,15,1,1,1,1,1,1,1,1,910,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,910,80.71428571428571,8,5,1.0,Local rule-based fallback,235
15,24,1,1,1,1,1,1,1,1,911,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,14,911,93.0,8,5,1.0,Qwen teacher distillation,391
6,15,1,1,1,1,1,1,1,1,911,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,911,80.88571428571429,8,5,1.0,Local rule-based fallback,241
15,26,1,1,1,1,1,1,1,1,912,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,19,912,93.0,8,5,1.0,Qwen teacher distillation,474
6,15,1,1,1,1,1,1,1,1,912,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,912,80.8,8,5,1.0,Local rule-based fallback,238
13,23,1,1,1,1,1,1,1,1,913,3,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,18,913,90.28571428571429,8,5,1.0,Qwen teacher distillation,325
6,14,1,1,1,1,1,1,1,1,913,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,913,80.45714285714286,8,5,1.0,Local rule-based fallback,226
15,26,1,1,1,1,1,1,1,1,914,5,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,18,914,95.0,8,5,1.0,Qwen teacher distillation,406
6,14,1,1,1,1,1,1,1,1,914,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,914,80.48571428571428,8,5,1.0,Local rule-based fallback,227
15,24,1,1,1,1,1,1,1,1,915,2,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,20,915,88.94285714285715,8,5,1.0,Qwen teacher distillation,348
6,14,1,1,1,1,1,1,1,1,915,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,915,80.42857142857143,8,5,1.0,Local rule-based fallback,225
16,32,1,1,1,1,1,1,1,1,916,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,23,916,91.0,8,5,1.0,Qwen teacher distillation,451
6,15,1,1,1,1,1,1,1,1,916,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,916,80.71428571428571,8,5,1.0,Local rule-based fallback,235
14,20,1,1,1,1,1,1,1,1,917,3,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,13,917,91.0,8,5,1.0,Qwen teacher distillation,368
6,15,1,1,1,1,1,1,1,1,917,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,917,80.77142857142857,8,5,1.0,Local rule-based fallback,237
14,28,1,1,1,1,1,1,1,1,918,5,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,22,918,95.0,8,5,1.0,Qwen teacher distillation,426
6,15,1,1,1,1,1,1,1,1,918,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,918,80.71428571428571,8,5,1.0,Local rule-based fallback,235
14,27,1,1,1,1,1,1,1,1,919,5,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,12,919,95.0,8,5,1.0,Qwen teacher distillation,352
6,12,1,1,1,1,1,1,1,1,919,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,919,80.28571428571429,8,5,1.0,Local rule-based fallback,220
14,28,1,1,1,1,1,1,1,1,920,5,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,19,920,95.0,8,5,1.0,Qwen teacher distillation,412
6,15,1,1,1,1,1,1,1,1,920,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,920,80.74285714285715,8,5,1.0,Local rule-based fallback,236
16,39,1,1,1,1,1,1,1,1,921,4,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,20,921,93.0,8,5,1.0,Qwen teacher distillation,488
6,13,1,1,1,1,1,1,1,1,921,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,921,80.42857142857143,8,5,1.0,Local rule-based fallback,225
15,32,1,1,1,1,1,1,1,1,922,5,1,1,0,1,1,1,1,1,1,1,1,1,11,0,1.0,1,15,922,100.0,8,5,1.0,Qwen teacher distillation,387
6,15,1,1,1,1,1,1,1,1,922,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,922,80.6,8,5,1.0,Local rule-based fallback,231
17,24,1,1,1,1,1,1,1,1,923,2,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,14,923,89.0,8,5,1.0,Qwen teacher distillation,361
6,15,1,1,1,1,1,1,1,1,923,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,23,923,80.54285714285714,8,5,1.0,Local rule-based fallback,229
14,27,1,1,1,1,1,1,1,1,924,3,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,18,924,91.0,8,5,1.0,Qwen teacher distillation,385
6,14,1,1,1,1,1,1,1,1,924,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,924,80.48571428571428,8,5,1.0,Local rule-based fallback,227
10,24,1,1,1,1,1,1,1,1,925,2,1,1,0,1,1,1,1,0,1,1,1,1,10,0,1.0,0,15,925,84.38095238095238,8,5,1.0,Qwen teacher distillation,305
6,13,1,1,1,1,1,1,1,1,925,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,925,80.45714285714286,8,5,1.0,Local rule-based fallback,226
18,22,1,1,1,1,1,1,1,1,926,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,16,926,93.0,8,5,1.0,Qwen teacher distillation,390
6,15,1,1,1,1,1,1,1,1,926,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,926,80.88571428571429,8,5,1.0,Local rule-based fallback,241
13,21,1,1,1,1,1,1,1,1,927,5,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,13,927,94.97142857142858,8,5,1.0,Qwen teacher distillation,349
6,14,1,1,1,1,1,1,1,1,927,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,927,80.51428571428572,8,5,1.0,Local rule-based fallback,228
17,35,1,1,1,1,1,1,1,1,929,6,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,20,929,95.0,8,5,1.0,Qwen teacher distillation,465
6,15,1,1,1,1,1,1,1,1,929,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,929,80.65714285714286,8,5,1.0,Local rule-based fallback,233
16,26,1,1,1,1,1,1,1,1,930,6,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,17,930,95.0,8,5,1.0,Qwen teacher distillation,380
6,15,1,1,1,1,1,1,1,1,930,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,930,80.74285714285715,8,5,1.0,Local rule-based fallback,236
14,29,1,1,1,1,1,1,1,1,931,3,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,17,931,91.0,8,5,1.0,Qwen teacher distillation,351
6,14,1,1,1,1,1,1,1,1,931,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,931,80.51428571428572,8,5,1.0,Local rule-based fallback,228
16,26,1,1,1,1,1,1,1,1,932,3,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,12,932,91.0,8,5,1.0,Qwen teacher distillation,350
6,13,1,1,1,1,1,1,1,1,932,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,932,80.4,8,5,1.0,Local rule-based fallback,224
13,27,1,1,1,1,1,1,1,1,933,3,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,17,933,91.0,8,5,1.0,Qwen teacher distillation,368
6,12,1,1,1,1,1,1,1,1,933,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,933,80.31428571428572,8,5,1.0,Local rule-based fallback,221
14,22,1,1,1,1,1,1,1,1,934,3,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,19,934,91.0,8,5,1.0,Qwen teacher distillation,368
6,14,1,1,1,1,1,1,1,1,934,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,934,80.54285714285714,8,5,1.0,Local rule-based fallback,229
16,28,1,1,1,1,1,1,1,1,935,1,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,12,935,87.0,8,5,1.0,Qwen teacher distillation,373
6,15,1,1,1,1,1,1,1,1,935,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,935,80.6,8,5,1.0,Local rule-based fallback,231
13,28,1,1,1,1,1,1,1,1,936,1,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,21,936,87.0,8,5,1.0,Qwen teacher distillation,393
6,15,1,1,1,1,1,1,1,1,936,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,936,80.74285714285715,8,5,1.0,Local rule-based fallback,236
17,23,1,1,1,1,1,1,1,1,937,5,1,1,0,1,1,1,1,1,1,1,1,1,11,0,1.0,0,15,937,95.0,8,5,1.0,Qwen teacher distillation,389
6,14,1,1,1,1,1,1,1,1,937,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,937,80.6,8,5,1.0,Local rule-based fallback,231
17,17,1,1,1,1,1,1,1,1,938,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,13,938,90.05714285714285,8,5,1.0,Qwen teacher distillation,317
6,15,1,1,1,1,1,1,1,1,938,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,938,80.65714285714286,8,5,1.0,Local rule-based fallback,233
14,31,1,1,1,1,1,1,1,1,939,5,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,20,939,95.0,8,5,1.0,Qwen teacher distillation,423
6,14,1,1,1,1,1,1,1,1,939,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,939,80.65714285714286,8,5,1.0,Local rule-based fallback,233
11,28,1,1,1,1,1,1,1,1,940,2,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,20,940,87.33333333333333,8,5,1.0,Qwen teacher distillation,385
6,14,1,1,1,1,1,1,1,1,940,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,940,80.54285714285714,8,5,1.0,Local rule-based fallback,229
15,28,1,1,1,1,1,1,1,1,941,6,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,15,941,95.0,8,5,1.0,Qwen teacher distillation,406
6,15,1,1,1,1,1,1,1,1,941,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,941,80.62857142857143,8,5,1.0,Local rule-based fallback,232
11,24,1,1,1,1,1,1,1,1,942,3,1,1,1,0,1,1,1,1,0,1,1,1,10,0,1.0,0,18,942,89.07619047619048,8,5,1.0,Qwen teacher distillation,341
6,12,1,1,1,1,1,1,1,1,942,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,942,80.25714285714285,8,5,1.0,Local rule-based fallback,219
14,26,1,1,1,1,1,1,1,1,943,4,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,13,943,93.0,8,5,1.0,Qwen teacher distillation,363
6,14,1,1,1,1,1,1,1,1,943,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,943,80.6,8,5,1.0,Local rule-based fallback,231
14,25,1,1,1,1,1,1,1,1,944,5,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,13,944,95.0,8,5,1.0,Qwen teacher distillation,356
6,15,1,1,1,1,1,1,1,1,944,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,944,80.65714285714286,8,5,1.0,Local rule-based fallback,233
15,42,1,1,1,1,1,1,1,1,945,5,1,1,1,1,1,1,1,0,0,1,1,1,10,0,1.0,0,18,945,95.0,8,5,1.0,Qwen teacher distillation,423
6,13,1,1,1,1,1,1,1,1,945,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,23,945,80.37142857142857,8,5,1.0,Local rule-based fallback,223
13,22,1,1,1,1,1,1,1,1,946,5,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,14,946,94.8,8,5,1.0,Qwen teacher distillation,343
6,14,1,1,1,1,1,1,1,1,946,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,946,80.57142857142857,8,5,1.0,Local rule-based fallback,230
16,27,1,1,1,1,1,1,1,1,948,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,20,948,93.0,8,5,1.0,Qwen teacher distillation,414
6,15,1,1,1,1,1,1,1,1,948,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,948,80.65714285714286,8,5,1.0,Local rule-based fallback,233
14,23,1,1,1,1,1,1,1,1,949,3,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,15,949,91.0,8,5,1.0,Qwen teacher distillation,410
6,15,1,1,1,1,1,1,1,1,949,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,949,80.82857142857142,8,5,1.0,Local rule-based fallback,239
15,27,1,1,1,1,1,1,1,1,950,6,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,19,950,95.0,8,5,1.0,Qwen teacher distillation,455
6,14,1,1,1,1,1,1,1,1,950,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,950,80.51428571428572,8,5,1.0,Local rule-based fallback,228
17,20,1,1,1,1,1,1,1,1,951,2,1,1,0,1,1,1,1,0,1,1,1,1,10,0,1.0,0,15,951,88.68571428571428,8,5,1.0,Qwen teacher distillation,339
6,15,1,1,1,1,1,1,1,1,951,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,951,80.68571428571428,8,5,1.0,Local rule-based fallback,234
15,25,1,1,1,1,1,1,1,1,952,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,20,952,89.0,8,5,1.0,Qwen teacher distillation,419
6,15,1,1,1,1,1,1,1,1,952,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,952,80.74285714285715,8,5,1.0,Local rule-based fallback,236
11,29,1,1,1,1,1,1,1,1,953,4,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,1,22,953,96.33333333333333,8,5,1.0,Qwen teacher distillation,388
6,14,1,1,1,1,1,1,1,1,953,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,953,80.62857142857143,8,5,1.0,Local rule-based fallback,232
16,27,1,1,1,1,1,1,1,1,954,4,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,15,954,93.0,8,5,1.0,Qwen teacher distillation,373
6,14,1,1,1,1,1,1,1,1,954,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,954,80.62857142857143,8,5,1.0,Local rule-based fallback,232
13,28,1,1,1,1,1,1,1,1,955,3,1,1,1,1,1,0,1,0,0,1,1,1,9,0,1.0,0,17,955,89.5,8,5,1.0,Qwen teacher distillation,374
6,15,1,1,1,1,1,1,1,1,955,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,955,80.6,8,5,1.0,Local rule-based fallback,231
13,26,1,1,1,1,1,1,1,1,956,2,1,1,1,0,1,1,1,1,0,1,1,1,10,0,1.0,0,16,956,89.0,8,5,1.0,Qwen teacher distillation,352
6,13,1,1,1,1,1,1,1,1,956,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,956,80.37142857142857,8,5,1.0,Local rule-based fallback,223
14,25,1,1,1,1,1,1,1,1,957,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,0,16,957,89.0,8,5,1.0,Qwen teacher distillation,377
6,15,1,1,1,1,1,1,1,1,957,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,26,957,80.74285714285715,8,5,1.0,Local rule-based fallback,236
10,28,1,1,1,1,1,1,1,1,958,3,1,1,0,1,1,1,1,1,1,1,1,1,11,0,1.0,0,14,958,87.66666666666667,8,5,1.0,Qwen teacher distillation,375
6,13,1,1,1,1,1,1,1,1,958,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,958,80.42857142857143,8,5,1.0,Local rule-based fallback,225
15,24,1,1,1,1,1,1,1,1,959,5,1,1,1,1,1,1,1,1,0,1,1,1,11,0,1.0,0,11,959,94.02857142857142,8,5,1.0,Qwen teacher distillation,316
6,15,1,1,1,1,1,1,1,1,959,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,959,80.65714285714286,8,5,1.0,Local rule-based fallback,233
14,30,1,1,1,1,1,1,1,1,960,4,1,1,1,0,1,1,1,1,1,1,1,1,11,0,1.0,0,15,960,93.0,8,5,1.0,Qwen teacher distillation,412
6,13,1,1,1,1,1,1,1,1,960,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,24,960,80.42857142857143,8,5,1.0,Local rule-based fallback,225
15,27,1,1,1,1,1,1,1,1,961,4,1,1,1,1,1,1,1,1,1,1,1,1,12,0,1.0,0,18,961,93.0,8,5,1.0,Qwen teacher distillation,430
6,15,1,1,1,1,1,1,1,1,961,2,1,1,1,1,1,1,1,0,1,1,1,1,11,0,1.0,1,25,961,80.62857142857143,8,5,1.0,Local rule-based fallback,232
